transaction_id,property_id,transaction_date,listing_date,city,locality,postal_code,property_type,sale_type,buyer_type,bedrooms,bathrooms,area_sqft,price,price_per_sqft,source,source_scrape_timestamp,rera_status,builder_rating,infrastructure_score,macro_repo_rate
TRX_101583,PROP_4149,2019-10-23T00:00:00,2019-08-18T00:00:00,Mumbai,Mira Road,401107,Studio,Resale,Individual,0,1,357.71,2841502,7943.59,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,93,2,5.15
TRX_101584,PROP_1812,2019-10-23T00:00:00,2019-09-22T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1090.75,8572230,7859.02,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,57,9,5.15
TRX_101585,PROP_1903,2019-10-23T00:00:00,2019-08-19T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1062.98,7893675,7425.99,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,44,1,5.15
TRX_101586,PROP_4546,2019-10-23T00:00:00,2019-10-06T00:00:00,Mumbai,Bhayandar West,401105,Villa,Resale,Individual,3,3,2619.12,24346901,9295.83,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,43,1,5.15
TRX_101587,PROP_2730,2019-10-23T00:00:00,2019-08-15T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,435.25,3627515,8334.33,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,74,6,5.15
TRX_101588,PROP_1831,2019-10-23T00:00:00,2019-07-15T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,875.35,8797504,10050.27,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,61,1,5.15
TRX_101589,PROP_4424,2019-10-23T00:00:00,2019-08-14T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,1,1,361.5,3591297,9934.43,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,44,6,5.15
TRX_101590,PROP_2394,2019-10-24T00:00:00,2019-09-05T00:00:00,Mumbai,Bhayandar West,401105,Flat,New,Individual,3,3,1293.72,10017602,7743.25,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,74,6,5.15
TRX_101591,PROP_2966,2019-10-25T00:00:00,2019-08-04T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,465.76,3732222,8013.19,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,85,9,5.15
TRX_101592,PROP_2044,2019-10-25T00:00:00,2019-08-13T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,3,3,1231.9,9894390,8031.81,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,84,7,5.15
TRX_101593,PROP_3554,2019-10-25T00:00:00,2019-07-11T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,453.89,3017363,6647.78,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,45,2,5.15
TRX_101594,PROP_3207,2019-10-26T00:00:00,2019-08-14T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1491.18,12392688,8310.66,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,52,1,5.15
TRX_101595,PROP_1743,2019-10-26T00:00:00,2019-09-29T00:00:00,Mumbai,Mira Road,401107,Villa,Resale,Individual,5,5,4082.09,43118108,10562.75,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,43,3,5.15
TRX_101596,PROP_4432,2019-10-26T00:00:00,2019-08-11T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,425.11,4120977,9693.91,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,94,2,5.15
TRX_101597,PROP_1812,2019-10-27T00:00:00,2019-07-11T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,464.49,3979319,8567.07,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,72,8,5.15
TRX_101598,PROP_2579,2019-10-27T00:00:00,2019-08-27T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,396.66,3812958,9612.66,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,90,4,5.15
TRX_101599,PROP_4368,2019-10-27T00:00:00,2019-07-29T00:00:00,Mumbai,Dahisar,401105,Flat,New,Individual,3,3,1239.84,16637628,13419.17,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,76,3,5.15
TRX_101600,PROP_2375,2019-10-28T00:00:00,2019-10-11T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,891.15,6431106,7216.64,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,84,2,5.15
TRX_101601,PROP_3227,2019-10-28T00:00:00,2019-09-23T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,368.57,2817974,7645.7,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,73,1,5.15
TRX_101602,PROP_4543,2019-10-28T00:00:00,2019-07-02T00:00:00,Mumbai,Dahisar,401105,Flat,New,Individual,2,2,928.75,12038655,12962.21,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,48,7,5.15
TRX_101603,PROP_4466,2019-10-29T00:00:00,2019-08-11T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,387.37,2753771,7108.89,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,81,2,5.15
TRX_101604,PROP_4684,2019-10-29T00:00:00,2019-09-27T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,2,2,995.09,7271153,7307.03,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,54,1,5.15
TRX_101605,PROP_2650,2019-10-29T00:00:00,2019-10-02T00:00:00,Mumbai,Mira Road,401107,Studio,New,Individual,0,1,376.55,3072413,8159.38,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,88,6,5.15
TRX_101606,PROP_3260,2019-10-29T00:00:00,2019-08-05T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,974.63,8039893,8249.17,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,91,4,5.15
TRX_101607,PROP_1529,2019-10-29T00:00:00,2019-07-30T00:00:00,Mumbai,Mira Road,401107,Studio,Resale,Individual,0,1,292.79,2195971,7500.16,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,59,3,5.15
TRX_101608,PROP_2418,2019-10-29T00:00:00,2019-07-26T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,398.15,3292768,8270.17,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,89,2,5.15
TRX_101609,PROP_3074,2019-10-29T00:00:00,2019-07-11T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,3,3,1446.89,13041091,9013.19,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,54,6,5.15
TRX_101610,PROP_1938,2019-10-30T00:00:00,2019-07-15T00:00:00,Mumbai,Bhayandar West,401105,Villa,New,Individual,4,4,2854.33,28887429,10120.56,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,88,4,5.15
TRX_101611,PROP_3917,2019-10-30T00:00:00,2019-09-01T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,421.54,3595806,8530.17,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,40,6,5.15
TRX_101612,PROP_4520,2019-10-30T00:00:00,2019-08-15T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,463.7,3540969,7636.34,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,49,4,5.15
TRX_101613,PROP_3485,2019-10-30T00:00:00,2019-09-16T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,383.71,3155398,8223.39,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,49,9,5.15
TRX_101614,PROP_1284,2019-10-30T00:00:00,2019-08-02T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,384.01,2859549,7446.55,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,44,6,5.15
TRX_101615,PROP_3708,2019-10-31T00:00:00,2019-10-03T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,1,1,451.03,3284403,7282.01,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,81,6,5.15
TRX_101616,PROP_2820,2019-10-31T00:00:00,2019-08-25T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Institution,2,2,764.17,6561868,8586.92,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,56,9,5.15
TRX_101617,PROP_1648,2019-10-31T00:00:00,2019-10-07T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,393.68,2803328,7120.83,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,52,4,5.15
TRX_101618,PROP_1188,2019-10-31T00:00:00,2019-08-06T00:00:00,Mumbai,Dahisar,401105,Flat,New,Individual,2,2,745.15,8941758,11999.94,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,85,8,5.15
TRX_101619,PROP_2725,2019-11-01T00:00:00,2019-09-17T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,426.21,3368745,7903.96,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,43,4,5.15
TRX_101620,PROP_2222,2019-11-01T00:00:00,2019-10-12T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,767.23,5995883,7814.97,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,91,7,5.15
TRX_101621,PROP_2125,2019-11-01T00:00:00,2019-07-27T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,423.75,3438908,8115.42,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,59,9,5.15
TRX_101622,PROP_1478,2019-11-01T00:00:00,2019-09-29T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,2,2,885.5,6645380,7504.66,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,76,3,5.15
TRX_101623,PROP_3650,2019-11-01T00:00:00,2019-10-06T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Institution,2,2,712.12,5723493,8037.26,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,54,5,5.15
TRX_101624,PROP_3043,2019-11-01T00:00:00,2019-08-15T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,487.89,3821052,7831.79,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,89,1,5.15
TRX_101625,PROP_4062,2019-11-01T00:00:00,2019-07-07T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,442.09,3427783,7753.59,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,74,4,5.15
TRX_101626,PROP_3025,2019-11-01T00:00:00,2019-07-28T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1269.65,9125223,7187.2,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,62,3,5.15
TRX_101627,PROP_4295,2019-11-02T00:00:00,2019-08-25T00:00:00,Mumbai,Mira Road,401107,Villa,Resale,Individual,4,4,3174.22,33843554,10662.01,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,70,3,5.15
TRX_101628,PROP_1516,2019-11-02T00:00:00,2019-08-13T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,772.68,6133965,7938.56,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,54,6,5.15
TRX_101629,PROP_2888,2019-11-02T00:00:00,2019-10-10T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,776.26,6682165,8608.15,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,54,6,5.15
TRX_101630,PROP_2550,2019-11-02T00:00:00,2019-10-13T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,491.5,3343040,6801.71,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,67,2,5.15
TRX_101631,PROP_4512,2019-11-02T00:00:00,2019-10-18T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,731.38,7886710,10783.33,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,81,6,5.15
TRX_101632,PROP_2540,2019-11-03T00:00:00,2019-09-08T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,2,2,752.9,5637573,7487.81,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,67,2,5.15
TRX_101633,PROP_3963,2019-11-03T00:00:00,2019-07-08T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,2,2,774.24,7246981,9360.12,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,51,2,5.15
TRX_101634,PROP_3277,2019-11-03T00:00:00,2019-07-19T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,759.76,5470733,7200.61,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,83,9,5.15
TRX_101635,PROP_3916,2019-11-03T00:00:00,2019-08-26T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,973.7,11792997,12111.53,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,64,8,5.15
TRX_101636,PROP_4920,2019-11-03T00:00:00,2019-09-01T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,1,1,362.21,4164635,11497.85,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,71,7,5.15
TRX_101637,PROP_2137,2019-11-03T00:00:00,2019-07-13T00:00:00,Mumbai,Dahisar,401105,Flat,New,Individual,2,2,751.7,9304536,12377.99,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,76,1,5.15
TRX_101638,PROP_2539,2019-11-03T00:00:00,2019-07-13T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,2,2,877.25,6278154,7156.63,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,44,3,5.15
TRX_101639,PROP_4255,2019-11-03T00:00:00,2019-09-20T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,455.85,3575911,7844.49,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,70,9,5.15
TRX_101640,PROP_2748,2019-11-04T00:00:00,2019-09-16T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,487.56,3726073,7642.29,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,70,7,5.15
TRX_101641,PROP_3806,2019-11-04T00:00:00,2019-08-19T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,464.45,3725157,8020.58,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,79,6,5.15
TRX_101642,PROP_1033,2019-11-04T00:00:00,2019-07-10T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,457.22,3589769,7851.29,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,67,7,5.15
TRX_101643,PROP_1295,2019-11-04T00:00:00,2019-09-29T00:00:00,Mumbai,Bhayandar East,401105,Flat,New,Individual,1,1,394.33,3354226,8506.14,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,52,9,5.15
TRX_101644,PROP_3500,2019-11-04T00:00:00,2019-09-08T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,417.68,3536487,8466.98,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,68,9,5.15
TRX_101645,PROP_4779,2019-11-04T00:00:00,2019-09-23T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,807.7,6890839,8531.43,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,79,9,5.15
TRX_101646,PROP_4576,2019-11-05T00:00:00,2019-10-04T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1159.84,9231276,7959.09,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,92,6,5.15
TRX_101647,PROP_2429,2019-11-05T00:00:00,2019-09-20T00:00:00,Mumbai,Mira Road,401107,Studio,New,Individual,0,1,368.66,3393205,9204.16,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,67,1,5.15
TRX_101648,PROP_2150,2019-11-06T00:00:00,2019-08-15T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,2,2,800.44,5807107,7254.89,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,75,4,5.15
TRX_101649,PROP_3189,2019-11-06T00:00:00,2019-08-30T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,445.01,4199996,9437.98,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,52,8,5.15
TRX_101650,PROP_2987,2019-11-06T00:00:00,2019-09-19T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,471.94,3942693,8354.23,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,90,5,5.15
TRX_101651,PROP_1647,2019-11-06T00:00:00,2019-09-22T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1152.21,8917080,7739.11,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,81,1,5.15
TRX_101652,PROP_3175,2019-11-06T00:00:00,2019-07-18T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,397.33,2850446,7174.0,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,75,6,5.15
TRX_101653,PROP_3882,2019-11-07T00:00:00,2019-10-20T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,2,2,790.29,6807186,8613.53,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,90,1,5.15
TRX_101654,PROP_2709,2019-11-07T00:00:00,2019-10-10T00:00:00,Mumbai,Bhayandar East,401105,Flat,New,Individual,3,3,1400.64,13509443,9645.19,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,93,1,5.15
TRX_101655,PROP_3972,2019-11-07T00:00:00,2019-10-09T00:00:00,Mumbai,Mira Road,401107,Flat,New,Institution,3,3,1217.96,11170382,9171.39,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,58,1,5.15
TRX_101656,PROP_3777,2019-11-07T00:00:00,2019-08-25T00:00:00,Mumbai,Bhayandar West,401105,Studio,New,Individual,0,1,295.7,2691789,9103.11,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,90,7,5.15
TRX_101657,PROP_4697,2019-11-07T00:00:00,2019-10-04T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,856.85,9229491,10771.42,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,56,7,5.15
TRX_101658,PROP_4958,2019-11-07T00:00:00,2019-10-04T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,2,2,964.33,7317927,7588.61,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,80,8,5.15
TRX_101659,PROP_4421,2019-11-08T00:00:00,2019-09-06T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,786.75,5582450,7095.58,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,92,6,5.15
TRX_101660,PROP_2547,2019-11-08T00:00:00,2019-07-18T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,454.54,3353325,7377.4,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,87,6,5.15
TRX_101661,PROP_1462,2019-11-08T00:00:00,2019-08-18T00:00:00,Mumbai,Bhayandar West,401105,Flat,New,Individual,2,2,845.95,6920359,8180.58,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,81,6,5.15
TRX_101662,PROP_4315,2019-11-09T00:00:00,2019-10-08T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,481.32,3996254,8302.7,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,53,1,5.15
TRX_101663,PROP_3611,2019-11-09T00:00:00,2019-10-02T00:00:00,Mumbai,Bhayandar West,401105,Flat,New,Individual,2,2,742.19,6410901,8637.82,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,54,2,5.15
TRX_101664,PROP_2209,2019-11-09T00:00:00,2019-09-29T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,1,1,431.32,3484127,8077.82,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,88,3,5.15
TRX_101665,PROP_4304,2019-11-09T00:00:00,2019-09-23T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,819.34,8243171,10060.75,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,70,8,5.15
TRX_101666,PROP_1513,2019-11-09T00:00:00,2019-08-23T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,716.35,7734575,10797.2,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,59,8,5.15
TRX_101667,PROP_1000,2019-11-09T00:00:00,2019-10-01T00:00:00,Mumbai,Mira Road,401107,Studio,Resale,Individual,0,1,320.71,2477557,7725.23,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,42,1,5.15
TRX_101668,PROP_2262,2019-11-09T00:00:00,2019-08-18T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,362.69,2613024,7204.57,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,78,5,5.15
TRX_101669,PROP_2078,2019-11-10T00:00:00,2019-10-09T00:00:00,Mumbai,Dahisar,401105,Flat,Resale,Individual,2,2,751.41,7772015,10343.24,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,77,4,5.15
TRX_101670,PROP_4566,2019-11-10T00:00:00,2019-09-12T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,426.05,3826398,8981.1,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,79,1,5.15
TRX_101671,PROP_4803,2019-11-10T00:00:00,2019-10-07T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,3,3,1357.91,11681213,8602.35,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,69,6,5.15
TRX_101672,PROP_4687,2019-11-10T00:00:00,2019-09-22T00:00:00,Mumbai,Bhayandar East,401105,Flat,New,Individual,1,1,407.36,3745212,9193.86,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,47,7,5.15
TRX_101673,PROP_4938,2019-11-10T00:00:00,2019-10-21T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,746.09,5411421,7253.04,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,63,1,5.15
TRX_101674,PROP_4489,2019-11-10T00:00:00,2019-07-28T00:00:00,Mumbai,Bhayandar West,401105,Flat,New,Individual,1,1,372.26,3302701,8872.03,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,60,1,5.15
TRX_101675,PROP_2471,2019-11-10T00:00:00,2019-07-27T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,2,2,902.26,7621733,8447.38,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,90,6,5.15
TRX_101676,PROP_4907,2019-11-11T00:00:00,2019-08-14T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,2,2,993.33,8315441,8371.28,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,67,3,5.15
TRX_101677,PROP_1337,2019-11-11T00:00:00,2019-10-19T00:00:00,Mumbai,Dahisar,401105,Flat,New,Institution,1,1,497.97,6724360,13503.54,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,91,5,5.15
TRX_101678,PROP_3955,2019-11-11T00:00:00,2019-09-06T00:00:00,Mumbai,Bhayandar West,401105,Flat,Resale,Individual,2,2,765.59,5985732,7818.46,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,62,6,5.15
TRX_101679,PROP_3865,2019-11-11T00:00:00,2019-09-30T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,3,3,1260.88,9391174,7448.11,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,47,3,5.15
TRX_101680,PROP_4348,2019-11-12T00:00:00,2019-10-10T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,1,1,382.07,3530441,9240.3,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,48,3,5.15
TRX_101681,PROP_4081,2019-11-12T00:00:00,2019-07-18T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,496.88,3654241,7354.37,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,76,5,5.15
TRX_101682,PROP_4412,2019-11-13T00:00:00,2019-08-06T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,1,1,496.67,3783142,7617.01,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,53,7,5.15
TRX_101683,PROP_2127,2019-11-13T00:00:00,2019-08-28T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,384.71,2984302,7757.28,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,91,1,5.15
TRX_101684,PROP_3392,2019-11-13T00:00:00,2019-07-27T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,411.78,3203809,7780.39,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,94,1,5.15
TRX_101685,PROP_4441,2019-11-14T00:00:00,2019-10-24T00:00:00,Mumbai,Bhayandar East,401105,Flat,Resale,Individual,1,1,454.54,3541334,7791.03,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,81,9,5.15
TRX_101686,PROP_1976,2019-11-14T00:00:00,2019-09-24T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,475.31,3962358,8336.37,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,59,8,5.15
TRX_101687,PROP_1882,2019-11-14T00:00:00,2019-08-03T00:00:00,Mumbai,Mira Road,401107,Villa,New,Individual,4,4,2734.1,33021393,12077.61,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,70,8,5.15
TRX_101688,PROP_3245,2019-11-14T00:00:00,2019-07-31T00:00:00,Mumbai,Mira Road,401107,Flat,Resale,Individual,1,1,369.46,2997333,8112.74,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,False,51,6,5.15
TRX_101689,PROP_2037,2019-11-14T00:00:00,2019-09-25T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,2,2,963.68,9212661,9559.88,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,58,7,5.15
TRX_101690,PROP_2703,2019-11-14T00:00:00,2019-10-14T00:00:00,Mumbai,Bhayandar West,401105,Studio,Resale,Individual,0,1,388.47,2692678,6931.5,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,75,6,5.15
TRX_101691,PROP_1871,2019-11-14T00:00:00,2019-08-02T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,3,3,1320.17,11891889,9007.85,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,63,3,5.15
TRX_101692,PROP_4409,2019-11-14T00:00:00,2019-07-31T00:00:00,Mumbai,Mira Road,401107,Flat,New,Individual,2,2,793.16,7707032,9716.87,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,47,7,5.15
TRX_101693,PROP_3589,2019-11-15T00:00:00,2019-09-25T00:00:00,Mumbai,Bhayandar East,401105,Flat,New,Individual,2,2,846.44,7996444,9447.15,synthetic_pipeline_fallback,2026-03-01T19:42:55.448658,True,61,7,5.15
